,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,location_id
847,California,US,2021-04-01 04:27:05,39.17881957,-122.2331726,2172,14,,,"Colusa, California, US",10084.9306167912,0.6442705936493327,148
848,California,US,2021-04-01 04:27:05,37.91923498,-121.9289527,66293,769,,,"Contra Costa, California, US",5748.374982445129,1.1597219080366163,148
850,California,US,2021-04-01 04:27:05,38.77965956,-120.5233166,10032,106,,,"El Dorado, California, US",5209.937617647516,1.0550413058624466,148
851,California,US,2021-04-01 04:27:05,36.75733899,-119.6466953,107746,1616,,,"Fresno, California, US",10791.201289959674,1.498863794462737,148
852,California,US,2021-04-01 04:27:05,39.59875897,-122.3938452,2861,17,,,"Glenn, California, US",10083.471278131934,0.5937827453719874,148
853,California,US,2021-04-01 04:27:05,40.69923009,-123.876044,3484,35,,,"Humboldt, California, US",2569.3798964280973,1.0048808498420905,148
854,California,US,2021-04-01 04:27:05,33.0393082,-115.3669042,30222,710,,,"Imperial, California, US",16694.534116932926,2.346874690113377,148
856,California,US,2021-04-01 04:27:05,35.34329425,-118.7277796,106239,1253,,,"Kern, California, US",11801.684510809797,1.1794162219147395,148
857,California,US,2021-04-01 04:27:05,36.07409056,-119.8159973,23647,239,,,"Kings, California, US",15474.695959199686,1.0098449317615246,148
858,California,US,2021-04-01 04:27:05,39.10124298,-122.7536244,3340,43,,,"Lake, California, US",5187.463113099121,1.2874251497005988,148
859,California,US,2021-04-01 04:27:05,40.67311306,-120.59350990000002,5652,24,,,"Lassen, California, US",18486.900206064176,0.4246284501061571,148
860,California,US,2021-04-01 04:27:05,34.30828379,-118.2282411,1219614,23144,,,"Los Angeles, California, US",12148.630351285228,1.89764958421271,148
861,California,US,2021-04-01 04:27:05,37.21513971,-119.76655890000002,16923,229,,,"Madera, California, US",10761.02639724904,1.3526284701712936,148
862,California,US,2021-04-01 04:27:05,38.07122463,-122.7210631,13848,221,,,"Marin, California, US",5349.926205249859,1.5960135769480754,148
864,California,US,2021-04-01 04:27:05,39.4381191,-123.3911313,3746,45,,,"Mendocino, California, US",4318.205397180371,1.201281366791244,148
865,California,US,2021-04-01 04:27:05,37.18922369,-120.7209035,30741,423,,,"Merced, California, US",11070.656871218667,1.3760124914609153,148
868,California,US,2021-04-01 04:27:05,36.21862405,-121.2413397,44141,338,,,"Monterey, California, US",10171.842206510144,0.7655372350063417,148
869,California,US,2021-04-01 04:27:05,38.50735751,-122.332839,9433,78,,,"Napa, California, US",6848.937158787316,0.8267966928132288,148
870,California,US,2021-04-01 04:27:05,39.30394768,-120.7627281,4469,68,,,"Nevada, California, US",4478.973485038344,1.521933751119069,148
871,California,US,2021-04-01 04:27:05,33.70147516,-117.76459979999998,266233,4744,,,"Orange, California, US",8383.464139469444,1.781897811315652,148
872,California,US,2021-04-01 04:27:05,39.06167234,-120.7240569,22178,271,,,"Placer, California, US",5570.771899610623,1.2212708427219467,148
874,California,US,2021-04-01 04:27:05,33.74314981,-115.9933578,297020,4171,,,"Riverside, California, US",12034.667640270613,1.4028561626788465,148
875,California,US,2021-04-01 04:27:05,38.45106826,-121.3425374,99209,1519,,,"Sacramento, California, US",6393.446636659197,1.530787060364809,148
876,California,US,2021-04-01 04:27:05,36.60308176,-121.069975,5972,61,,,"San Benito, California, US",9508.342886256529,1.0214333556597457,148
877,California,US,2021-04-01 04:27:05,34.84060306,-116.1774685,294926,4356,,,"San Bernardino, California, US",13537.683163729856,1.475944743556295,148
878,California,US,2021-04-01 04:27:05,33.03484597,-116.7365326,283858,3555,,,"San Diego, California, US",8502.994011976049,1.252386756758661,148
879,California,US,2021-04-01 04:27:05,37.75215114,-122.4385672,36600,474,,,"San Francisco, California, US",4155.866548541261,1.2938093678349163,148
880,California,US,2021-04-01 04:27:05,37.93433732,-121.2730061,71988,1259,,,"San Joaquin, California, US",9451.44512614348,1.7477857678318571,148
881,California,US,2021-04-01 04:27:05,35.38822029,-120.4039028,20862,251,,,"San Luis Obispo, California, US",7372.02016170336,1.202625652819702,148
882,California,US,2021-04-01 04:27:05,37.4228808,-122.32755459999998,40859,350,,,"San Mateo, California, US",5331.260036552292,0.8564157776255261,148
883,California,US,2021-04-01 04:27:05,34.65329488,-120.0188492,34229,443,,,"Santa Barbara, California, US",7670.341926857619,1.29350619014249,148
884,California,US,2021-04-01 04:27:05,37.23104908,-121.6970462,115164,1874,,,"Santa Clara, California, US",5974.2656593970905,1.6270892120685914,148
885,California,US,2021-04-01 04:27:05,37.05580291,-122.0066524,16143,201,,,"Santa Cruz, California, US",5914.79907617866,1.243811881188119,148
886,California,US,2021-04-01 04:27:05,40.76391419,-122.0396884,12725,179,,,"Shasta, California, US",7065.19324744558,1.4069008881553091,148
889,California,US,2021-04-01 04:27:05,38.26827353,-121.9357113,31216,235,,,"Solano, California, US",6974.531043711172,0.7526985042119086,148
890,California,US,2021-04-01 04:27:05,38.52746429,-122.8862506,29494,311,,,"Sonoma, California, US",5966.791817711031,1.0543802549498238,148
891,California,US,2021-04-01 04:27:05,37.55862499,-120.9970722,58568,687,,,"Stanislaus, California, US",10645.588929648058,1.1719349721089711,148
892,California,US,2021-04-01 04:27:05,39.03417539,-121.6945899,9198,106,,,"Sutter, California, US",9485.310041146322,1.152424440095673,148
893,California,US,2021-04-01 04:27:05,40.12570935,-122.2370171,5300,52,,,"Tehama, California, US",8149.46837932518,0.9803921568627452,148
895,California,US,2021-04-01 04:27:05,36.22026558,-118.8020203,57259,816,,,"Tulare, California, US",12297.643689872264,1.4233137395126545,148
896,California,US,2021-04-01 04:27:05,38.02644018,-119.9525093,4010,57,,,"Tuolumne, California, US",7362.605088292522,1.4210919970082274,148
898,California,US,2021-04-01 04:27:05,34.44465746,-119.0910613,82270,969,,,"Ventura, California, US",9730.19103883424,1.1771423018051943,148
899,California,US,2021-04-01 04:27:05,38.68278902,-121.9018288,13616,197,,,"Yolo, California, US",6176.87074829932,1.4464023494860498,148
900,California,US,2021-04-01 04:27:05,39.26255932,-121.3535644,5800,44,,,"Yuba, California, US",7372.756393959425,0.7586206896551724,148
901,Colorado,US,2021-04-01 04:27:05,39.87432092,-104.3362578,51362,638,,,"Adams, Colorado, US",9926.539510379362,1.2421634671547055,148
903,Colorado,US,2021-04-01 04:27:05,39.64977461,-104.3353617,51970,683,,,"Arapahoe, Colorado, US",7915.137300293943,1.314219742158938,148
907,Colorado,US,2021-04-01 04:27:05,40.09313619,-105.3546767,20593,227,,,"Boulder, Colorado, US",6313.075574194656,1.102316321079979,148
908,Colorado,US,2021-04-01 04:27:05,39.95998787,-105.0566324,4187,74,,,"Broomfield, Colorado, US",5941.9569999290425,1.7673752089801766,148
914,Colorado,US,2021-04-01 04:27:05,38.32608609,-103.7844965,2140,14,,,"Crowley, Colorado, US",35307.704999175054,0.6542056074766355,148
916,Colorado,US,2021-04-01 04:27:05,38.86246243,-107.8631342,2542,60,,,"Delta, Colorado, US",8157.371157178615,2.3603461841070024,148
917,Colorado,US,2021-04-01 04:27:05,39.76018276,-104.8725695,64378,782,,,"Denver, Colorado, US",8852.72637515109,1.2147006741433408,148
919,Colorado,US,2021-04-01 04:27:05,39.33133796,-104.930001,23752,229,,,"Douglas, Colorado, US",6763.983893106728,0.9641293364769282,148
920,Colorado,US,2021-04-01 04:27:05,39.62754308,-106.6933637,5738,22,,,"Eagle, Colorado, US",10408.692655141764,0.3834088532589753,148
921,Colorado,US,2021-04-01 04:27:05,38.83240149,-104.5251411,56607,758,,,"El Paso, Colorado, US",7857.685212304779,1.3390570070839296,148
923,Colorado,US,2021-04-01 04:27:05,38.47362326,-105.4399667,5647,53,,,"Fremont, Colorado, US",11804.176508706283,0.9385514432442004,148
924,Colorado,US,2021-04-01 04:27:05,39.59921777,-107.902708,5414,38,,,"Garfield, Colorado, US",9014.168928256271,0.7018840044329516,148
931,Colorado,US,2021-04-01 04:27:05,39.58635604,-105.2517692,40391,733,,,"Jefferson, Colorado, US",6929.544795592926,1.81476071402045,148
934,Colorado,US,2021-04-01 04:27:05,37.28632032,-107.8429014,3330,37,,,"La Plata, Colorado, US",5923.053663221927,1.1111111111111112,148
936,Colorado,US,2021-04-01 04:27:05,40.66671597,-105.4625784,22286,227,,,"Larimer, Colorado, US",6244.343637835915,1.018576684914296,148
939,Colorado,US,2021-04-01 04:27:05,40.7249637,-103.110817,3830,65,,,"Logan, Colorado, US",17091.347226560756,1.6971279373368149,148
940,Colorado,US,2021-04-01 04:27:05,39.01787888,-108.469799,13712,209,,,"Mesa, Colorado, US",8891.770961675636,1.5242123687281213,148
944,Colorado,US,2021-04-01 04:27:05,38.40214114,-108.26390220000002,3328,57,,,"Montrose, Colorado, US",7783.338790401796,1.7127403846153846,148
945,Colorado,US,2021-04-01 04:27:05,40.26279810000001,-103.8093302,2535,92,,,"Morgan, Colorado, US",8720.93023255814,3.6291913214990137,148
951,Colorado,US,2021-04-01 04:27:05,39.21720112,-106.9310027,2432,4,,,"Pitkin, Colorado, US",13688.29853098441,0.1644736842105263,148
953,Colorado,US,2021-04-01 04:27:05,38.17359144,-104.5127437,15830,364,,,"Pueblo, Colorado, US",9398.898019284665,2.29943145925458,148
956,Colorado,US,2021-04-01 04:27:05,40.48596505,-106.9905548,2069,19,,,"Routt, Colorado, US",8070.052266167408,0.918318028032866,148
961,Colorado,US,2021-04-01 04:27:05,39.63803232,-106.1150762,3392,7,,,"Summit, Colorado, US",10938.054238818484,0.2063679245283018,148
965,Colorado,US,2021-04-01 04:27:05,40.55499405,-104.3929621,27476,326,,,"Weld, Colorado, US",8467.389026539946,1.1864900276605037,148
967,Connecticut,US,2021-04-01 04:27:05,41.26809896,-73.3881171,89598,2111,,,"Fairfield, Connecticut, US",9498.034626197352,2.356079376771803,148
968,Connecticut,US,2021-04-01 04:27:05,41.80283011,-72.73103891,75802,2345,,,"Hartford, Connecticut, US",8500.650428385592,3.0935859212157992,148
969,Connecticut,US,2021-04-01 04:27:05,41.7937534,-73.2451475,12872,283,,,"Litchfield, Connecticut, US",7137.905985038789,2.1985705407085145,148
970,Connecticut,US,2021-04-01 04:27:05,41.45949668,-72.53714864,11552,354,,,"Middlesex, Connecticut, US",7111.724002068507,3.064404432132964,148
971,Connecticut,US,2021-04-01 04:27:05,41.4080325,-72.93620426,80542,1999,,,"New Haven, Connecticut, US",9422.79501659536,2.4819348911127115,148
972,Connecticut,US,2021-04-01 04:27:05,41.48896435,-72.10430976,20674,423,,,"New London, Connecticut, US",7795.449575047322,2.046048176453517,148
973,Connecticut,US,2021-04-01 04:27:05,41.85853803,-72.3308481,8614,176,,,"Tolland, Connecticut, US",5715.195626355982,2.043185511957279,148
975,Connecticut,US,2021-04-01 04:27:05,41.82972709,-71.98182316,9881,187,,,"Windham, Connecticut, US",8461.064205100101,1.892520999898796,148
976,Delaware,US,2021-04-01 04:27:05,39.08646628,-75.56884914,15527,323,,,"Kent, Delaware, US",8588.607524918965,2.0802473111354414,148
977,Delaware,US,2021-04-01 04:27:05,39.57992638,-75.64054974,55327,778,,,"New Castle, Delaware, US",9901.870772953343,1.4061850452762663,148
978,Delaware,US,2021-04-01 04:27:05,38.66143781,-75.39031349,23744,458,,,"Sussex, Delaware, US",10137.261180488846,1.9289083557951483,148
981,District of Columbia,US,2021-04-01 04:27:05,38.90417773,-77.01655992,44513,1064,,,"District of Columbia, District of Columbia ,US",6307.199868508493,2.3903129422865232,148
982,Florida,US,2021-04-01 04:27:05,29.67866525,-82.35928158,23378,259,,,"Alachua, Florida, US",8689.317321023034,1.1078792026691762,148
983,Florida,US,2021-04-01 04:27:05,30.33060121,-82.28467476,3360,62,,,"Baker, Florida, US",11502.909962341664,1.845238095238096,148
984,Florida,US,2021-04-01 04:27:05,30.26548745,-85.62122584,19387,374,,,"Bay, Florida, US",11096.992072350533,1.9291277660287824,148
985,Florida,US,2021-04-01 04:27:05,29.95079741,-82.16611613,2921,54,,,"Bradford, Florida, US",10357.788730896067,1.8486819582334817,148
986,Florida,US,2021-04-01 04:27:05,28.29409504,-80.73091022,37190,808,,,"Brevard, Florida, US",6178.336118762273,2.172627050282334,148
987,Florida,US,2021-04-01 04:27:05,26.15184651,-80.48725556,214599,2656,,,"Broward, Florida, US",10989.421224532436,1.2376572118229814,148
989,Florida,US,2021-04-01 04:27:05,26.90131002,-81.92949121,11556,392,,,"Charlotte, Florida, US",6117.198666031443,3.392177223952925,148
991,Florida,US,2021-04-01 04:27:05,29.98319144,-81.85609986,17368,329,,,"Clay, Florida, US",7921.478481382154,1.8942883463841549,148
992,Florida,US,2021-04-01 04:27:05,26.11091986,-81.34687065,32516,498,,,"Collier, Florida, US",8447.86465126188,1.5315536966416534,148
993,Florida,US,2021-04-01 04:27:05,30.22509788,-82.62160164,7846,162,,,"Columbia, Florida, US",10944.954384398628,2.064746367575834,148
994,Florida,US,2021-04-01 04:27:05,27.18677893,-81.80941373,4076,87,,,"DeSoto, Florida, US",10726.03352543354,2.1344455348380764,148
996,Florida,US,2021-04-01 04:27:05,30.33225875,-81.66976468,92562,1304,,,"Duval, Florida, US",9664.475779296376,1.4087854627168817,148
997,Florida,US,2021-04-01 04:27:05,30.67652764,-87.37284571,34845,664,,,"Escambia, Florida, US",10946.669347440908,1.90558186253408,148
998,Florida,US,2021-04-01 04:27:05,29.45933576,-81.31508595,6685,96,,,"Flagler, Florida, US",5808.951955579114,1.4360508601346298,148
1000,Florida,US,2021-04-01 04:27:05,30.57796289,-84.61915825,5537,90,,,"Gadsden, Florida, US",12126.58782303986,1.6254289326350009,148
1005,Florida,US,2021-04-01 04:27:05,27.49293939,-81.80956574,2903,38,,,"Hardee, Florida, US",10776.998180940713,1.3089906992766105,148
1006,Florida,US,2021-04-01 04:27:05,26.55386945,-81.16469006,4466,77,,,"Hendry, Florida, US",10627.766408071962,1.7241379310344829,148
1007,Florida,US,2021-04-01 04:27:05,28.55364461,-82.42700204,12385,443,,,"Hernando, Florida, US",6386.654290429043,3.576907549454986,148
1009,Florida,US,2021-04-01 04:27:05,27.9276559,-82.32013172,121553,1614,,,"Hillsborough, Florida, US",8257.856149046718,1.3278158498761856,148
1010,Florida,US,2021-04-01 04:27:05,30.86747479,-85.81319222,2212,47,,,"Holmes, Florida, US",11275.9341387572,2.124773960216998,148
1011,Florida,US,2021-04-01 04:27:05,27.69308961,-80.60556721,11729,282,,,"Indian River, Florida, US",7334.154561882906,2.404297041521016,148
1012,Florida,US,2021-04-01 04:27:05,30.7954597,-85.21500423,6060,154,,,"Jackson, Florida, US",13056.405394923946,2.541254125412541,148
1015,Florida,US,2021-04-01 04:27:05,28.76202069,-81.7125123,26679,606,,,"Lake, Florida, US",7267.145713367364,2.271449454627235,148
1016,Florida,US,2021-04-01 04:27:05,26.58410348,-81.88399313,62713,915,,,"Lee, Florida, US",8138.446904073182,1.459027633823928,148
1017,Florida,US,2021-04-01 04:27:05,30.45955727,-84.27491114,30307,305,,,"Leon, Florida, US",10323.18057646586,1.006368165770284,148
1018,Florida,US,2021-04-01 04:27:05,29.31829741,-82.74007147,3094,43,,,"Levy, Florida, US",7454.882779558105,1.389786683904331,148
1020,Florida,US,2021-04-01 04:27:05,30.44396917,-83.47398594,2032,44,,,"Madison, Florida, US",10987.941383226083,2.1653543307086616,148
1021,Florida,US,2021-04-01 04:27:05,27.47196942,-82.31831044,34769,635,,,"Manatee, Florida, US",8622.130523517493,1.826339555351031,148
1022,Florida,US,2021-04-01 04:27:05,29.21227113,-82.05803627,29044,919,,,"Marion, Florida, US",7944.657652655103,3.164164715603911,148
1023,Florida,US,2021-04-01 04:27:05,27.0772071,-80.43109784,11371,302,,,"Martin, Florida, US",7062.732919254659,2.6558789904142115,148
1024,Florida,US,2021-04-01 04:27:05,25.6112362,-80.55170587,445464,5855,,,"Miami-Dade, Florida, US",16395.798214167407,1.3143598584846363,148
1025,Florida,US,2021-04-01 04:27:05,25.20904673,-81.07812416,6428,48,,,"Monroe, Florida, US",8659.804925365092,0.7467330429371499,148
1026,Florida,US,2021-04-01 04:27:05,30.61037141,-81.80297522,7976,122,,,"Nassau, Florida, US",8999.717912552891,1.5295887662988967,148
1027,Florida,US,2021-04-01 04:27:05,30.69143028,-86.59267105,19749,351,,,"Okaloosa, Florida, US",9371.35210545796,1.7773051800091144,148
1028,Florida,US,2021-04-01 04:27:05,27.386336199999995,-80.88944347,3749,85,,,"Okeechobee, Florida, US",8890.627964333144,2.2672712723392903,148
1029,Florida,US,2021-04-01 04:27:05,28.51367621,-81.31799498,123683,1186,,,"Orange, Florida, US",8876.014387291418,0.9589030020293816,148
1030,Florida,US,2021-04-01 04:27:05,28.06312234,-81.14882926,39604,485,,,"Osceola, Florida, US",10539.958642824637,1.2246237753762246,148
1031,Florida,US,2021-04-01 04:27:05,26.64676272,-80.46536002,131581,2649,,,"Palm Beach, Florida, US",8790.996612706027,2.0132085939459343,148
1032,Florida,US,2021-04-01 04:27:05,28.30810945,-82.40227529,36391,692,,,"Pasco, Florida, US",6569.401043782167,1.9015690692753704,148
1033,Florida,US,2021-04-01 04:27:05,27.93130349,-82.72239666,72243,1554,,,"Pinellas, Florida, US",7409.568859769681,2.151073460404468,148
1034,Florida,US,2021-04-01 04:27:05,27.95027105,-81.69732947,61175,1254,,,"Polk, Florida, US",8440.527224235868,2.04985696771557,148
1035,Florida,US,2021-04-01 04:27:05,29.60779729,-81.74230285,6051,135,,,"Putnam, Florida, US",8119.858831738705,2.2310361923648983,148
1036,Florida,US,2021-04-01 04:27:05,30.693414500000006,-87.02458128,17744,278,,,"Santa Rosa, Florida, US",9627.101723698272,1.566726780883679,148
1037,Florida,US,2021-04-01 04:27:05,27.18546175,-82.33174248,29359,787,,,"Sarasota, Florida, US",6768.770375015562,2.680609012568548,148
1038,Florida,US,2021-04-01 04:27:05,28.7158582,-81.24060348,30052,466,,,"Seminole, Florida, US",6369.297156155023,1.55064554771729,148
1039,Florida,US,2021-04-01 04:27:05,29.90096506,-81.43589967,21337,202,,,"St. Johns, Florida, US",8061.6763390158385,0.9467122838262174,148
1040,Florida,US,2021-04-01 04:27:05,27.37763908,-80.47106649,23985,587,,,"St. Lucie, Florida, US",7305.884610581273,2.447362935167813,148
1041,Florida,US,2021-04-01 04:27:05,28.70181754,-82.0794267,8790,257,,,"Sumter, Florida, US",6637.97009515179,2.923777019340159,148
1042,Florida,US,2021-04-01 04:27:05,30.19746066,-82.99099670000003,5215,135,,,"Suwannee, Florida, US",11741.000067541709,2.588686481303931,148
1043,Florida,US,2021-04-01 04:27:05,30.04848048,-83.60445406,2694,45,,,"Taylor, Florida, US",12490.147897445408,1.670378619153675,148
1046,Florida,US,2021-04-01 04:27:05,29.05858895,-81.18263252,38265,717,,,"Volusia, Florida, US",6915.9780510551545,1.8737749901999217,148
1047,Florida,US,2021-04-01 04:27:05,30.16548905,-84.39895211,3248,55,,,"Wakulla, Florida, US",9626.841340881472,1.6933497536945812,148
1048,Florida,US,2021-04-01 04:27:05,30.64204028,-86.16935664,7315,83,,,"Walton, Florida, US",9875.659839883356,1.1346548188653451,148
1049,Florida,US,2021-04-01 04:27:05,30.61359259,-85.66002461,2673,50,,,"Washington, Florida, US",10493.463667412554,1.8705574261129816,148
1050,Georgia,US,2021-04-01 04:27:05,31.74847232,-82.28909114,2255,68,,,"Appling, Georgia, US",12264.766670292614,3.015521064301552,148
1054,Georgia,US,2021-04-01 04:27:05,33.06882326,-83.24701748,4406,123,,,"Baldwin, Georgia, US",9815.103586544888,2.791647753064004,148
1056,Georgia,US,2021-04-01 04:27:05,33.99148694,-83.71436292,9472,127,,,"Barrow, Georgia, US",11379.14464199904,1.3407939189189189,148
1057,Georgia,US,2021-04-01 04:27:05,34.23732119,-84.83887523,13935,214,,,"Bartow, Georgia, US",12934.155079916092,1.5357014711158952,148
1058,Georgia,US,2021-04-01 04:27:05,31.76095874,-83.22145359,2056,76,,,"Ben Hill, Georgia, US",12311.377245508982,3.696498054474709,148
1060,Georgia,US,2021-04-01 04:27:05,32.80904227,-83.70489165,15344,420,,,"Bibb, Georgia, US",10018.346946637155,2.7372262773722627,148
1064,Georgia,US,2021-04-01 04:27:05,32.00979311,-81.44002948,3451,36,,,"Bryan, Georgia, US",8708.70870870871,1.0431758910460736,148
1065,Georgia,US,2021-04-01 04:27:05,32.39577406,-81.74811421,6611,109,,,"Bulloch, Georgia, US",8304.44176464677,1.6487672061715324,148
1066,Georgia,US,2021-04-01 04:27:05,33.05917989,-81.99928721,2473,57,,,"Burke, Georgia, US",11048.56364204977,2.304892842701173,148
1067,Georgia,US,2021-04-01 04:27:05,33.283094500000004,-83.95435040000002,2868,78,,,"Butts, Georgia, US",11501.443695861406,2.719665271966527,148
